ID,Warehouse Block,Shipment Mode,Customer Care Calls,Customer Rating,Product Cost,Previous Orders,Product Priority,Gender,Discount Offered,Shipment Weight (g),Delivery Status,
417,A,Flight,4,3,159,3,low,male,33.0%,1330,On Time,
418,B,Flight,5,5,133,3,low,male,63.0%,1218,On Time,
419,C,Flight,5,2,178,3,low,male,48.0%,1517,On Time,
420,F,Flight,4,2,134,2,low,female,43.0%,1714,On Time,
421,D,Flight,3,1,184,5,medium,female,58.0%,2544,On Time,
422,F,Flight,4,2,251,2,medium,male,24.0%,2405,On Time,
423,A,Flight,3,2,141,3,low,male,7.0%,1933,On Time,
424,B,Flight,4,4,229,2,medium,male,45.0%,3776,On Time,
425,C,Flight,4,1,203,4,low,male,34.0%,3813,On Time,
426,F,Flight,4,3,158,3,medium,female,57.0%,1911,On Time,
427,D,Flight,3,4,167,3,medium,male,52.0%,1755,On Time,
428,F,Flight,5,4,197,4,low,female,40.0%,3303,On Time,
429,A,Ship,2,2,140,3,low,female,19.0%,1806,On Time,
430,B,Ship,5,1,205,2,medium,male,27.0%,3569,On Time,
431,C,Ship,5,5,208,3,low,female,45.0%,2018,On Time,
432,F,Ship,4,2,96,3,low,male,22.0%,1294,On Time,
433,D,Ship,6,4,205,3,low,female,44.0%,2064,On Time,
434,F,Ship,4,2,215,3,medium,female,48.0%,2953,On Time,
435,A,Ship,4,1,216,3,low,female,43.0%,2643,On Time,
436,B,Ship,3,1,112,2,high,male,22.0%,1846,On Time,
437,C,Ship,5,4,222,3,low,female,20.0%,3632,On Time,
438,F,Ship,5,2,186,3,medium,female,15.0%,2153,On Time,
439,D,Ship,3,5,241,3,medium,male,48.0%,2841,On Time,
440,F,Ship,3,3,172,3,low,female,58.0%,1269,On Time,
441,A,Ship,3,5,251,2,high,male,23.0%,2426,On Time,
442,B,Ship,5,3,190,3,high,male,45.0%,2628,On Time,
443,C,Ship,4,3,186,2,medium,female,48.0%,2805,On Time,
444,F,Ship,4,4,207,2,medium,male,35.0%,2596,On Time,
445,D,Ship,3,3,135,3,low,female,19.0%,1366,On Time,
446,F,Ship,4,4,189,2,medium,female,18.0%,2955,On Time,
447,A,Ship,4,4,173,5,medium,female,51.0%,1691,On Time,
448,B,Ship,3,4,194,3,medium,male,3.0%,2169,On Time,
449,C,Ship,3,1,183,3,low,male,19.0%,3018,On Time,
450,F,Ship,4,3,140,2,low,female,22.0%,1248,On Time,
451,D,Ship,4,4,244,3,medium,female,55.0%,2782,On Time,
452,F,Ship,2,3,189,4,low,male,34.0%,3355,On Time,
453,A,Ship,3,2,157,2,medium,male,53.0%,1390,On Time,
454,B,Ship,4,1,275,10,medium,female,23.0%,2726,On Time,
455,C,Ship,4,5,133,3,low,female,53.0%,1467,On Time,
456,F,Ship,4,1,149,3,medium,male,54.0%,1178,On Time,
457,D,Ship,3,3,254,2,high,male,17.0%,3153,On Time,
458,F,Ship,3,4,145,8,low,female,15.0%,1429,On Time,
459,A,Ship,3,2,179,5,low,female,52.0%,1991,On Time,
460,B,Ship,5,2,168,3,low,male,26.0%,1526,On Time,
461,C,Ship,4,1,202,3,medium,female,18.0%,3940,On Time,
462,F,Ship,3,4,220,7,low,male,43.0%,2620,On Time,
463,D,Ship,3,4,244,8,low,male,1.0%,2703,On Time,
464,F,Ship,4,2,186,7,medium,female,40.0%,3111,On Time,
465,A,Ship,5,2,263,8,medium,male,24.0%,3139,On Time,
466,B,Ship,3,2,294,4,low,female,15.0%,1318,On Time,
467,C,Ship,3,5,226,2,medium,female,2.0%,1043,On Time,
468,F,Ship,4,4,173,5,medium,female,2.0%,1175,On Time,
469,D,Ship,3,5,194,3,medium,female,10.0%,2277,On Time,
470,F,Ship,3,5,183,3,low,female,2.0%,3459,On Time,
471,A,Ship,4,1,140,2,low,male,61.0%,1770,On Time,
472,B,Ship,4,3,244,3,medium,male,8.0%,3318,On Time,
473,C,Ship,2,2,189,4,low,male,9.0%,3413,On Time,
474,F,Ship,3,1,157,2,medium,female,39.0%,1525,On Time,
475,D,Ship,4,3,275,10,medium,male,10.0%,2093,On Time,
476,F,Ship,4,5,133,3,low,male,59.0%,1092,On Time,
477,A,Ship,4,2,149,3,medium,male,26.0%,1863,On Time,
478,B,Ship,3,4,254,2,high,female,41.0%,3973,On Time,
479,C,Ship,3,4,145,8,low,female,24.0%,1594,On Time,
480,F,Ship,3,5,179,5,low,male,56.0%,1113,On Time,
481,D,Ship,5,4,168,3,low,female,13.0%,1317,On Time,
482,F,Ship,4,5,202,3,medium,female,46.0%,3181,On Time,
483,A,Ship,3,3,220,7,low,male,25.0%,2141,On Time,
484,B,Ship,3,2,244,8,low,female,50.0%,3562,On Time,
485,C,Ship,4,3,186,7,medium,female,30.0%,2062,On Time,
486,F,Ship,5,5,263,8,medium,female,9.0%,2236,On Time,
487,D,Ship,3,1,294,4,low,female,25.0%,1498,On Time,
488,F,Ship,4,1,139,3,low,female,56.0%,1811,On Time,
489,A,Ship,7,5,192,3,low,male,46.0%,1550,On Time,
490,B,Ship,3,3,235,3,low,male,5.0%,3065,On Time,
491,C,Ship,2,1,176,3,low,female,15.0%,1996,On Time,
492,F,Ship,5,4,224,3,low,female,34.0%,2627,On Time,
493,D,Ship,3,4,128,3,medium,female,51.0%,1524,On Time,
494,F,Ship,5,4,226,5,low,male,47.0%,2240,On Time,
495,A,Ship,5,1,160,5,medium,female,16.0%,1526,On Time,
496,B,Ship,3,1,197,5,low,male,45.0%,2224,On Time,
497,C,Ship,4,2,216,3,low,female,12.0%,2273,On Time,
498,F,Ship,4,4,199,2,low,male,9.0%,3075,On Time,
499,D,Ship,5,5,271,2,low,male,27.0%,3957,On Time,
500,F,Ship,5,1,201,3,low,female,47.0%,2657,On Time,
501,A,Ship,3,4,212,2,low,male,33.0%,2021,On Time,
502,B,Ship,3,2,177,3,low,male,10.0%,1641,On Time,
503,C,Ship,3,4,191,4,medium,female,43.0%,2903,On Time,
504,F,Ship,3,2,174,3,low,male,30.0%,1986,On Time,
505,D,Ship,5,3,162,2,low,female,14.0%,1045,On Time,
506,F,Ship,3,1,219,2,low,female,39.0%,2696,On Time,
507,A,Ship,4,4,155,3,medium,female,35.0%,1421,On Time,
508,B,Ship,5,3,230,3,medium,female,3.0%,2923,On Time,
509,C,Ship,4,5,192,2,medium,female,36.0%,2497,On Time,
510,F,Ship,5,2,235,3,low,male,14.0%,2984,On Time,
511,D,Ship,3,2,200,3,low,male,46.0%,3642,On Time,
512,F,Ship,5,2,172,3,medium,male,65.0%,1667,On Time,
513,A,Ship,5,4,160,4,low,female,6.0%,1603,On Time,
514,B,Ship,5,3,250,5,low,male,12.0%,2722,On Time,
515,C,Ship,4,2,174,3,low,male,9.0%,1682,On Time,
516,F,Ship,3,2,204,3,high,female,54.0%,3608,On Time,
517,D,Ship,3,5,274,3,medium,female,51.0%,3476,On Time,
518,F,Ship,5,5,262,2,medium,female,62.0%,3744,On Time,
519,A,Ship,4,5,138,3,medium,male,23.0%,1785,On Time,
520,B,Ship,3,1,215,3,medium,female,2.0%,3873,On Time,
521,C,Ship,3,1,145,2,low,female,34.0%,1773,On Time,
522,F,Road,4,5,149,2,medium,male,56.0%,1141,On Time,
523,D,Road,6,5,212,2,medium,male,38.0%,2359,On Time,
524,F,Road,3,1,155,3,medium,female,47.0%,1193,On Time,
525,A,Road,5,2,154,3,low,male,40.0%,1238,On Time,
526,B,Road,3,3,249,3,medium,male,51.0%,2173,On Time,
527,C,Road,5,1,206,2,low,male,2.0%,3490,On Time,
528,F,Road,4,5,235,3,medium,female,22.0%,2015,On Time,
529,D,Road,5,5,261,3,medium,female,8.0%,3257,On Time,
530,F,Road,6,1,243,4,high,female,22.0%,3537,On Time,
531,A,Road,3,2,237,2,high,male,26.0%,3103,On Time,
532,B,Road,2,4,179,2,low,female,19.0%,1900,On Time,
533,C,Road,4,3,192,3,low,female,43.0%,3498,On Time,
534,F,Road,3,1,141,3,medium,female,39.0%,1838,On Time,
535,D,Road,3,2,245,3,low,female,61.0%,2188,On Time,
536,F,Road,4,4,177,4,medium,female,32.0%,1774,On Time,
537,A,Road,2,3,154,4,high,female,17.0%,1897,On Time,
538,B,Road,4,4,228,3,medium,female,12.0%,3359,On Time,
539,C,Road,3,3,207,6,high,female,24.0%,3702,On Time,
540,F,Road,4,4,266,4,medium,female,33.0%,2701,On Time,
541,D,Road,3,3,172,3,medium,female,42.0%,1707,On Time,
542,F,Road,4,3,142,3,low,female,35.0%,1512,On Time,
543,A,Road,4,5,218,3,low,female,40.0%,3200,On Time,
544,B,Flight,3,3,231,2,low,male,46.0%,2962,On Time,
545,C,Flight,4,2,180,3,low,female,47.0%,1434,On Time,
546,F,Flight,3,1,168,3,low,male,46.0%,1886,On Time,
547,D,Flight,5,5,147,4,high,female,42.0%,1642,On Time,
548,F,Flight,5,4,245,5,low,male,6.0%,3592,On Time,
549,A,Flight,2,4,182,3,medium,male,47.0%,3792,On Time,
550,B,Flight,3,4,176,3,medium,female,8.0%,1567,On Time,
551,C,Flight,5,3,197,4,medium,female,51.0%,2917,On Time,
552,F,Flight,3,5,233,3,medium,male,52.0%,3519,On Time,
553,D,Flight,3,4,156,2,low,male,8.0%,1145,On Time,
554,F,Flight,2,3,257,4,medium,female,52.0%,2073,On Time,
555,A,Flight,5,4,250,3,low,female,11.0%,3373,On Time,
556,B,Flight,5,4,189,5,low,male,3.0%,3301,On Time,
557,C,Flight,3,3,255,2,high,male,7.0%,3311,On Time,
558,F,Flight,2,3,198,2,medium,male,28.0%,3514,On Time,
559,D,Flight,4,2,164,3,medium,male,15.0%,1489,On Time,
560,F,Flight,5,2,271,3,medium,male,32.0%,3785,On Time,
561,A,Flight,3,1,185,2,medium,female,34.0%,3299,On Time,
562,B,Flight,2,5,157,6,high,female,17.0%,1764,On Time,
563,C,Flight,3,2,137,2,medium,male,17.0%,1673,On Time,
564,F,Flight,3,3,229,3,low,male,14.0%,2164,On Time,
565,D,Flight,3,3,234,2,medium,female,39.0%,2449,On Time,
566,F,Ship,4,3,216,2,low,male,52.0%,3578,On Time,
567,A,Ship,3,1,163,4,low,female,20.0%,1940,On Time,
568,B,Ship,5,2,268,3,low,male,19.0%,2526,On Time,
569,C,Ship,3,3,205,5,medium,male,35.0%,2988,On Time,
570,F,Ship,4,5,265,2,medium,female,18.0%,2969,On Time,
571,D,Ship,2,2,236,3,medium,male,3.0%,3416,On Time,
572,F,Ship,4,1,132,3,low,male,63.0%,1901,On Time,
573,A,Ship,3,4,234,2,medium,male,46.0%,3108,On Time,
574,B,Ship,4,3,108,6,low,female,22.0%,1745,On Time,
575,C,Ship,4,2,276,2,low,male,54.0%,3706,On Time,
576,F,Ship,4,2,179,4,low,male,1.0%,1063,On Time,
577,D,Ship,4,1,230,3,medium,male,40.0%,2225,On Time,
578,F,Ship,3,2,210,3,medium,female,43.0%,2096,On Time,
579,A,Ship,3,2,173,3,low,female,15.0%,1992,On Time,
580,B,Ship,2,5,201,3,medium,female,29.0%,3894,On Time,
581,C,Ship,3,3,214,2,low,male,21.0%,3342,On Time,
582,F,Ship,4,2,216,2,medium,female,22.0%,3024,On Time,
583,D,Ship,2,5,144,3,medium,male,61.0%,1313,On Time,
584,F,Ship,5,5,182,3,medium,female,27.0%,3039,On Time,
585,A,Ship,3,3,163,2,medium,female,48.0%,1369,On Time,
586,B,Ship,3,3,234,3,medium,female,8.0%,2334,On Time,
587,C,Ship,3,2,158,3,high,female,59.0%,1307,On Time,
588,F,Ship,3,5,194,2,medium,male,4.0%,3496,On Time,
589,D,Ship,3,1,201,6,medium,female,3.0%,2497,On Time,
590,F,Ship,3,2,178,2,medium,female,59.0%,1933,On Time,
591,A,Ship,4,1,214,5,medium,male,51.0%,2669,On Time,
592,B,Ship,3,3,281,2,medium,male,55.0%,3047,On Time,
593,C,Ship,3,2,260,3,medium,female,2.0%,2176,On Time,
594,F,Ship,3,2,200,2,medium,female,46.0%,3174,On Time,
595,D,Ship,5,3,209,2,high,female,49.0%,2581,On Time,
596,F,Ship,3,1,185,3,low,male,61.0%,3280,On Time,
597,A,Ship,4,3,230,3,low,female,62.0%,2236,On Time,
598,B,Ship,3,4,134,3,medium,female,31.0%,1540,On Time,
599,C,Ship,4,5,270,2,low,female,34.0%,2821,On Time,
600,F,Ship,4,1,140,3,medium,female,1.0%,1464,On Time,
601,D,Ship,6,3,133,5,medium,male,32.0%,1367,On Time,
602,F,Ship,3,4,145,3,medium,male,44.0%,1218,On Time,
603,A,Ship,4,3,206,3,medium,male,58.0%,2135,On Time,
604,B,Ship,3,1,162,2,low,female,52.0%,1125,On Time,
605,C,Ship,4,3,187,2,low,female,58.0%,3665,On Time,
606,F,Ship,4,4,166,5,low,female,54.0%,1203,On Time,
607,D,Ship,4,5,178,3,low,female,48.0%,1819,On Time,
608,F,Ship,3,1,167,2,high,female,34.0%,1967,On Time,
609,A,Ship,4,4,224,3,high,male,60.0%,3145,On Time,
610,B,Ship,4,4,158,3,medium,male,11.0%,1224,On Time,
611,C,Ship,3,4,134,2,medium,male,43.0%,1198,On Time,
612,F,Ship,4,2,147,2,medium,female,20.0%,1387,On Time,
613,D,Ship,4,3,187,3,low,male,61.0%,2207,On Time,
614,F,Ship,4,5,247,2,medium,female,18.0%,2404,On Time,
615,A,Ship,5,4,182,4,high,male,20.0%,2212,On Time,
616,B,Ship,4,1,177,4,medium,female,33.0%,1049,On Time,
617,C,Ship,5,5,143,2,high,female,18.0%,1066,On Time,
618,F,Ship,5,3,245,2,medium,female,8.0%,3231,On Time,
619,D,Ship,4,1,133,4,medium,male,64.0%,1834,On Time,
620,F,Ship,3,5,224,2,low,male,13.0%,3891,On Time,
621,A,Ship,2,5,265,2,low,female,50.0%,3859,On Time,
622,B,Ship,4,1,138,2,low,male,28.0%,1528,On Time,
623,C,Ship,3,4,253,3,low,male,6.0%,3788,On Time,
624,F,Ship,4,1,165,3,medium,male,51.0%,1293,On Time,
625,D,Ship,4,3,265,3,low,female,65.0%,3578,On Time,
626,F,Ship,3,2,238,3,high,female,54.0%,3142,On Time,
627,A,Ship,5,2,236,3,low,female,51.0%,3402,On Time,
628,B,Ship,4,2,190,5,high,female,38.0%,3022,On Time,
629,C,Ship,6,1,104,4,medium,female,23.0%,1442,On Time,
630,F,Ship,4,5,245,2,low,female,19.0%,2616,On Time,
631,D,Ship,3,1,155,3,medium,female,27.0%,1022,On Time,
632,F,Ship,3,2,233,3,low,male,63.0%,2143,On Time,
633,A,Ship,4,3,171,4,low,female,55.0%,1539,On Time,
634,B,Ship,2,3,164,2,low,male,56.0%,1491,On Time,
635,C,Ship,3,1,141,3,low,male,6.0%,1361,On Time,
636,F,Ship,5,3,266,2,low,female,61.0%,2118,On Time,
637,D,Ship,3,4,192,2,low,female,56.0%,3765,On Time,
638,F,Ship,3,3,229,6,medium,female,61.0%,2298,On Time,
639,A,Ship,6,2,269,4,medium,male,38.0%,3171,On Time,
640,B,Ship,3,4,247,4,low,male,59.0%,2939,On Time,
641,C,Ship,4,4,157,2,low,female,2.0%,1087,On Time,
642,F,Ship,3,2,148,3,medium,female,64.0%,1280,On Time,
643,D,Ship,4,1,240,2,low,male,14.0%,2437,On Time,
644,F,Ship,4,3,197,4,medium,male,58.0%,3617,On Time,
645,A,Ship,6,4,121,5,low,male,23.0%,1734,On Time,
646,B,Ship,4,2,124,3,high,male,60.0%,1107,On Time,
647,C,Ship,4,2,153,3,medium,female,53.0%,1185,On Time,
648,F,Ship,5,2,105,4,high,male,1.0%,1622,On Time,
649,D,Ship,4,3,202,3,medium,male,2.0%,3962,On Time,
650,F,Ship,5,4,162,2,low,female,54.0%,1635,On Time,
651,A,Ship,3,4,164,3,medium,male,13.0%,1158,On Time,
652,B,Ship,3,2,231,4,medium,male,48.0%,3370,On Time,
653,C,Ship,5,2,209,4,medium,female,12.0%,2933,On Time,
654,F,Ship,3,1,157,2,high,male,19.0%,1898,On Time,
655,D,Ship,4,5,249,2,low,male,4.0%,2725,On Time,
656,F,Ship,2,3,264,2,low,female,63.0%,2896,On Time,
657,A,Ship,3,1,111,4,low,male,61.0%,1844,On Time,
658,B,Ship,3,1,242,3,medium,female,10.0%,3606,On Time,
659,C,Road,4,4,169,3,low,male,23.0%,1058,On Time,
660,F,Road,5,3,138,2,low,male,13.0%,1056,On Time,
661,D,Road,5,1,158,3,low,male,9.0%,1483,On Time,
662,F,Road,5,3,146,4,low,male,5.0%,1718,On Time,
663,A,Road,4,4,218,5,medium,female,36.0%,2995,On Time,
664,B,Road,3,2,178,2,medium,female,22.0%,1247,On Time,
665,C,Road,4,5,197,3,low,female,34.0%,3784,On Time,
666,F,Road,3,3,243,2,medium,male,17.0%,3230,On Time,
667,D,Road,5,2,254,4,high,male,37.0%,2608,On Time,
668,F,Road,3,1,237,4,low,male,33.0%,2782,On Time,
669,A,Road,5,1,179,3,low,female,62.0%,1945,On Time,
670,B,Road,3,2,189,3,medium,male,38.0%,2108,On Time,
671,C,Road,4,3,244,3,medium,male,1.0%,3982,On Time,
672,F,Road,3,3,266,2,medium,male,46.0%,3594,On Time,
673,D,Road,5,4,263,3,high,male,10.0%,2538,On Time,
674,F,Road,3,2,247,2,medium,male,39.0%,3189,On Time,
675,A,Road,4,5,202,3,low,female,6.0%,2616,On Time,
676,B,Road,4,4,227,3,medium,female,1.0%,2761,On Time,
677,C,Road,4,5,189,2,low,female,15.0%,2457,On Time,
678,F,Road,6,4,160,2,low,female,31.0%,1689,On Time,
679,D,Road,3,3,117,3,medium,male,56.0%,1618,On Time,
680,F,Road,3,1,202,2,high,male,52.0%,2312,On Time,
681,A,Flight,4,3,201,3,medium,female,54.0%,2487,On Time,
682,B,Flight,3,4,273,2,medium,female,39.0%,2651,On Time,
683,C,Flight,4,4,143,2,medium,male,58.0%,1038,On Time,
684,F,Flight,4,5,137,4,high,male,29.0%,1262,On Time,
685,D,Flight,5,5,236,3,high,male,34.0%,3455,On Time,
686,F,Flight,4,2,241,2,low,male,17.0%,3844,On Time,
687,A,Flight,4,2,187,2,low,female,6.0%,3625,On Time,
688,B,Flight,4,5,273,2,high,male,63.0%,3516,On Time,
689,C,Flight,5,2,170,3,low,male,15.0%,1314,On Time,
690,F,Flight,3,5,138,3,low,female,37.0%,1266,On Time,
691,D,Flight,5,4,150,2,low,male,60.0%,1034,On Time,
692,F,Flight,5,5,140,3,high,female,42.0%,1384,On Time,
693,A,Flight,4,1,250,2,low,male,17.0%,3544,On Time,
694,B,Flight,3,3,207,7,medium,male,19.0%,2182,On Time,
695,C,Flight,4,4,214,3,low,male,36.0%,2684,On Time,
696,F,Flight,4,1,179,3,low,male,63.0%,1215,On Time,
697,D,Flight,5,1,149,4,medium,female,20.0%,1110,On Time,
698,F,Flight,3,5,151,2,low,female,16.0%,1422,On Time,
699,A,Flight,4,3,264,3,medium,male,23.0%,2376,On Time,
700,B,Flight,6,5,113,3,high,male,31.0%,1037,On Time,
701,C,Flight,6,1,281,3,medium,female,36.0%,2536,On Time,
702,F,Flight,4,2,197,7,medium,male,43.0%,3730,On Time,
703,D,Ship,3,4,265,8,low,female,35.0%,3299,On Time,
704,F,Ship,4,2,259,3,low,female,47.0%,3764,On Time,
705,A,Ship,5,1,200,8,low,female,18.0%,3806,On Time,
706,B,Ship,2,4,111,2,high,male,60.0%,1787,On Time,
707,C,Ship,3,5,223,3,medium,male,53.0%,3670,On Time,
708,F,Ship,3,3,241,3,low,male,5.0%,2713,On Time,
709,D,Ship,4,1,139,3,low,female,25.0%,1152,On Time,
710,F,Ship,7,1,192,3,low,male,38.0%,1372,On Time,
711,A,Ship,3,4,117,3,medium,male,23.0%,1527,On Time,
712,B,Ship,3,1,202,2,high,female,21.0%,3120,On Time,
713,C,Ship,4,2,201,3,medium,female,39.0%,2066,On Time,
714,F,Ship,3,3,273,2,medium,female,16.0%,2466,On Time,
715,D,Ship,4,3,143,2,medium,female,64.0%,1910,On Time,
716,F,Ship,4,1,137,4,high,male,15.0%,1391,On Time,
717,A,Ship,5,3,236,3,high,female,47.0%,3519,On Time,
718,B,Ship,4,1,241,2,low,female,39.0%,2935,On Time,
719,C,Ship,4,5,187,2,low,male,44.0%,3218,On Time,
720,F,Ship,4,3,273,2,high,male,43.0%,3462,On Time,
721,D,Ship,5,3,170,3,low,female,12.0%,1018,On Time,
722,F,Ship,3,4,138,3,low,female,54.0%,1648,On Time,
723,A,Ship,5,3,150,2,low,male,2.0%,1682,On Time,
724,B,Ship,5,4,140,3,high,female,56.0%,1332,On Time,
725,C,Ship,4,3,250,2,low,female,46.0%,2878,On Time,
726,F,Ship,3,4,207,7,medium,female,46.0%,2670,On Time,
727,D,Ship,4,2,214,3,low,female,18.0%,2574,On Time,
728,F,Ship,4,3,179,3,low,male,45.0%,1903,On Time,
729,A,Ship,5,2,149,4,medium,male,48.0%,1068,On Time,
730,B,Ship,3,1,151,2,low,female,4.0%,1748,On Time,
731,C,Ship,4,5,264,3,medium,male,16.0%,2245,On Time,
732,F,Ship,6,5,113,3,high,female,35.0%,1402,On Time,
733,D,Ship,6,3,281,3,medium,male,11.0%,2135,On Time,
734,F,Ship,4,4,197,7,medium,female,22.0%,2065,On Time,
735,A,Ship,3,4,265,8,low,male,2.0%,3622,On Time,
736,B,Ship,4,1,259,3,low,male,39.0%,2427,On Time,
737,C,Ship,5,3,200,8,low,female,9.0%,2741,On Time,
738,F,Ship,2,1,111,2,high,female,10.0%,1920,On Time,
739,D,Ship,3,2,223,3,medium,female,6.0%,2127,On Time,
740,F,Ship,3,2,241,3,low,male,22.0%,3030,On Time,
741,A,Ship,4,5,139,3,low,female,65.0%,1277,On Time,
742,B,Ship,7,4,192,3,low,female,33.0%,1694,On Time,
743,C,Ship,3,5,180,4,medium,female,59.0%,1481,On Time,
744,F,Ship,3,3,153,5,low,male,35.0%,1089,On Time,
745,D,Ship,2,4,280,4,low,male,48.0%,1463,On Time,
746,F,Ship,7,5,243,5,medium,male,28.0%,1100,On Time,
747,A,Ship,3,4,214,2,low,male,50.0%,3881,On Time,
748,B,Ship,4,4,177,2,low,male,6.0%,1112,On Time,
749,C,Ship,3,2,182,3,medium,female,39.0%,3828,On Time,
750,F,Ship,4,5,185,3,medium,male,17.0%,2824,On Time,
751,D,Ship,3,3,143,3,medium,male,23.0%,1281,On Time,
752,F,Ship,3,3,162,3,medium,male,7.0%,1901,On Time,
753,A,Ship,3,1,171,2,low,male,34.0%,1999,On Time,
754,B,Ship,5,1,227,3,low,female,14.0%,2589,On Time,
755,C,Ship,3,5,205,6,low,female,25.0%,2232,On Time,
756,F,Ship,3,5,258,3,low,male,17.0%,3033,On Time,
757,D,Ship,4,5,195,5,medium,female,10.0%,3537,On Time,
758,F,Ship,4,1,224,2,low,male,8.0%,3638,On Time,
759,A,Ship,2,5,192,6,low,female,41.0%,2673,On Time,
760,B,Ship,3,3,202,3,medium,female,35.0%,3986,On Time,
761,C,Ship,5,3,235,2,medium,female,12.0%,3358,On Time,
762,F,Ship,3,4,218,3,low,male,22.0%,3818,On Time,
763,D,Ship,6,5,176,4,medium,male,31.0%,1262,On Time,
764,F,Ship,3,3,221,2,medium,female,26.0%,3120,On Time,
765,A,Ship,3,4,157,3,low,female,32.0%,1370,On Time,
766,B,Ship,4,2,259,4,low,female,13.0%,2495,On Time,
767,C,Ship,2,1,249,3,low,male,11.0%,2534,On Time,
768,F,Ship,4,1,263,5,low,female,62.0%,2292,On Time,
769,D,Ship,4,3,141,3,low,female,2.0%,1915,On Time,
770,F,Ship,4,1,114,3,medium,female,9.0%,1240,On Time,
771,A,Ship,3,4,179,4,low,female,44.0%,1004,On Time,
772,B,Ship,4,3,179,3,medium,male,40.0%,1584,On Time,
773,C,Ship,3,5,193,3,low,female,47.0%,3523,On Time,
774,F,Ship,3,2,137,3,medium,female,23.0%,1246,On Time,
775,D,Ship,3,5,110,3,low,male,55.0%,1875,On Time,
776,F,Ship,3,1,270,3,medium,female,61.0%,3582,On Time,
777,A,Ship,5,1,175,3,medium,female,64.0%,1110,On Time,
778,B,Ship,5,1,234,2,low,male,12.0%,2372,On Time,
779,C,Ship,2,4,177,3,medium,male,48.0%,1113,On Time,
780,F,Ship,3,4,153,2,low,female,24.0%,1442,On Time,
781,D,Ship,4,5,252,3,low,male,16.0%,2332,On Time,
782,F,Ship,2,4,122,2,low,female,32.0%,1213,On Time,
783,A,Ship,4,5,215,2,medium,female,34.0%,2258,On Time,
784,B,Ship,3,3,140,4,low,female,47.0%,1207,On Time,
785,C,Ship,3,1,209,2,low,male,43.0%,2237,On Time,
786,F,Ship,2,3,144,3,high,male,40.0%,1500,On Time,
787,D,Ship,4,2,210,3,low,male,16.0%,2046,On Time,
788,F,Ship,5,1,160,3,medium,female,22.0%,1693,On Time,
789,A,Ship,5,4,134,2,low,female,20.0%,1549,On Time,
790,B,Ship,3,2,138,3,medium,female,34.0%,1159,On Time,
791,C,Ship,4,3,200,2,medium,male,65.0%,3485,On Time,
792,F,Ship,5,4,133,2,medium,male,30.0%,1161,On Time,
793,D,Ship,2,4,121,5,low,male,32.0%,1788,On Time,
794,F,Ship,4,3,257,3,medium,male,5.0%,2489,On Time,
795,A,Ship,4,5,255,4,low,male,14.0%,3099,On Time,
796,B,Road,4,1,158,3,low,female,32.0%,1061,On Time,
797,C,Road,4,4,248,4,low,female,49.0%,2322,On Time,
798,F,Road,2,3,194,4,medium,male,65.0%,3795,On Time,
799,D,Road,4,3,184,3,medium,female,19.0%,2774,On Time,
800,F,Road,5,5,249,4,medium,female,38.0%,2797,On Time,
801,A,Road,5,5,170,2,medium,female,36.0%,1278,On Time,
802,B,Road,3,4,261,2,medium,female,1.0%,3398,On Time,
803,C,Road,3,2,262,2,low,female,26.0%,2370,On Time,
804,F,Road,4,4,224,3,medium,male,9.0%,2952,On Time,
805,D,Road,3,4,130,2,medium,female,42.0%,1213,On Time,
806,F,Road,4,1,133,3,low,male,57.0%,1379,On Time,
807,A,Road,3,1,145,4,low,female,58.0%,1751,On Time,
808,B,Road,2,4,136,6,low,female,53.0%,1213,On Time,
809,C,Road,4,5,163,5,low,male,24.0%,1658,On Time,
810,F,Road,3,3,183,3,low,female,45.0%,2181,On Time,
811,D,Road,5,3,216,3,medium,female,1.0%,2434,On Time,
812,F,Road,4,1,182,3,medium,male,28.0%,2005,On Time,
813,A,Road,4,5,191,3,low,female,19.0%,2392,On Time,
814,B,Road,3,2,140,2,high,female,7.0%,1401,On Time,
815,C,Road,4,4,161,3,high,female,59.0%,1165,On Time,
816,F,Road,4,2,200,4,low,male,43.0%,2747,On Time,
817,D,Road,4,1,176,3,medium,female,36.0%,1891,On Time,
818,F,Flight,5,2,247,3,low,male,32.0%,3645,On Time,
819,A,Flight,3,4,262,2,low,male,15.0%,3287,On Time,
820,B,Flight,4,5,154,2,low,female,49.0%,1532,On Time,
821,C,Flight,3,1,186,3,medium,female,11.0%,3800,On Time,
822,F,Flight,2,1,98,3,low,female,29.0%,1806,On Time,
823,D,Flight,3,3,268,3,low,female,33.0%,3872,On Time,
824,F,Flight,5,3,178,2,medium,female,60.0%,1830,On Time,
825,A,Flight,3,1,142,2,high,male,18.0%,1428,On Time,
826,B,Flight,4,5,160,3,low,male,33.0%,1837,On Time,
827,C,Flight,5,2,232,2,medium,male,24.0%,2174,On Time,
828,F,Flight,4,2,209,2,low,female,23.0%,2533,On Time,
829,D,Flight,4,2,230,3,medium,male,33.0%,3602,On Time,
830,F,Flight,5,4,223,3,low,female,40.0%,2074,On Time,
831,A,Flight,4,4,201,3,high,female,7.0%,2644,On Time,
832,B,Flight,3,5,224,3,medium,female,20.0%,2937,On Time,
833,C,Flight,2,3,251,3,low,female,2.0%,3351,On Time,
834,F,Flight,3,4,145,6,medium,male,57.0%,1949,On Time,
